v1,city_id,city,year,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v8,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,lg101214,urban_population,total_population,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,agri_gdp,nonagri_gdp,non_agri_share,agri_gdp_empgr,nonagri_gdp_empgr,ln_total_population,urban_pop_percent
6216,610600,延安市,2017,4.6327434,7.1219835,10.993783,6154,610000,Shaanxi (province),7.0786939,4.560339,10.940598,7.1562028,5,6,40,2,3,25,1.0319215,.98560816,.9610393,10.145073,130927,2261345.5,.72000003,41.68,57.59,.0099999998,99.269997,-.02,95.615883,1186.4178,.92541862,.95615882,-23.728357,14.631471,.057897832
6217,610600,延安市,2018,4.6799369,7.1836419,11.047895,6525,610000,Shaanxi (province),7.1107206,4.6020875,10.962191,7.1889582,5,6,40,2,3,25,1.0305967,.98398876,.96169603,10.126833,138148,2270172,.47,43.509998,56.02,-.25,99.529999,.25999999,99.692207,1225.03,.92474484,-24.923052,318.50778,14.635366,.060853537
6218,610600,延安市,2019,4.7266712,7.2437067,11.100593,6896,610000,Shaanxi (province),7.0924253,4.6511455,10.950569,7.1758924,5,6,40,2,3,25,1.0292451,.98234189,.96232921,10.134126,134416,2278251.8,.19,37.439999,62.369999,-.28,99.809998,.28,104.70485,1202.8215,.9199214,-29.317358,336.79004,14.638919,.058999624
6219,610600,延安市,2020,4.7732706,7.303164,11.15277,7267,610000,Shaanxi (province),7.0600781,4.719173,10.94482,7.1519647,5,6,40,2,3,25,1.0278947,.98070616,.96294755,10.128242,135420,2284967.5,,,,,,,112.07552,1164.5361,.91220862,,,14.641862,.059265614
6220,610700,汉中市,2001,3.9670553,4.8270259,8.5482292,212,610000,Shaanxi (province),4.7725039,3.9372215,8.5285721,5.1327987,8,6,30,3,3,20,.93735731,.8776409,1.0422682,7.7467246,321222,4004967,2.6099999,35.82,61.57,-.38999999,97.389999,.38999999,51.275936,118.21487,.69747066,-19.997614,46.103798,15.203046,.080205902
6221,610700,汉中市,2002,4.040864,4.9621277,8.6671877,583,610000,Shaanxi (province),4.9449954,4.0165176,8.6403713,5.2780008,8,6,30,3,3,20,.93861806,.88159645,1.0416123,7.7718029,336095,4023196.3,3.1600001,39.66,57.169998,.55000001,96.830002,-.56,55.507473,140.4702,.71676636,30.52911,-78.663315,15.207587,.0835393
6222,610700,汉中市,2003,4.1145973,5.0970936,8.7860975,954,610000,Shaanxi (province),5.0377369,4.0675492,8.7087469,5.3591042,8,6,30,3,3,20,.93985587,.88538027,1.0409783,7.7942147,324873,3535164.3,3.0899999,37.950001,58.970001,-.07,96.919998,.090000004,58.413628,154.12083,.7251569,-4.088954,13.870875,15.07827,.09189757
6223,610700,汉中市,2004,4.1881213,5.2317438,8.9048414,1325,610000,Shaanxi (province),5.1643414,4.1833162,8.8412256,5.4827418,8,6,30,3,3,20,.94109088,.88903075,1.0403669,7.8038054,343608,3567944.3,2.9100001,36.950001,60.139999,-.18000001,97.089996,.17,65.582985,174.92223,.72731161,-11.804937,29.736778,15.087501,.096304193
6224,610700,汉中市,2005,4.2611818,5.3657508,9.0231104,1696,610000,Shaanxi (province),5.2659535,4.2454629,8.9439125,5.5737457,8,6,30,3,3,20,.94234347,.89258724,1.0397775,7.8137293,341922,3588412.8,2.6900001,36.310001,61.009998,-.22,97.32,.23,69.788055,193.63086,.73506814,-15.353373,44.535099,15.093221,.095285028
6225,610700,汉中市,2006,4.3335142,5.4986191,9.1404362,2067,610000,Shaanxi (province),5.5101628,4.2960844,9.1422405,5.7702041,8,6,30,3,3,20,.94362831,.89607799,1.0392087,7.8163519,400013,3609422.8,2.51,36.740002,60.75,-.18000001,97.489998,.17,73.411781,247.19138,.77101976,-13.214121,42.022533,15.099058,.11082464
6226,610700,汉中市,2007,4.4048142,5.6296029,9.2561522,2438,610000,Shaanxi (province),5.6046438,4.3886771,9.2309046,5.864253,8,6,30,3,3,20,.94494694,.89950264,1.0386608,7.8251472,402023,3631095.8,2.3800001,35.849998,61.77,-.13,97.620003,.13,80.533813,271.68515,.77135301,-10.469396,35.319069,15.105045,.11071672
6227,610700,汉中市,2008,4.4746838,5.7579856,9.3695955,2809,610000,Shaanxi (province),5.704134,4.4691763,9.3295231,5.9594326,8,6,30,3,3,20,.9463014,.90286648,1.0381339,7.8267717,416570,3653418,2.22,35.009998,62.759998,-.16,97.769997,.15000001,87.284798,300.10547,.77468508,-13.965568,45.015823,15.111174,.11402199
6228,610700,汉中市,2009,4.5426841,5.8829875,9.4800415,3180,610000,Shaanxi (province),5.8822708,4.5417576,9.4912081,6.1147399,8,6,30,3,3,20,.94768441,.90616095,1.0376294,7.8135877,416291,3676962.3,1.75,35.990002,62.259998,-.47,98.25,.47999999,93.855614,358.62268,.79257435,-44.112137,172.13889,15.117598,.11321601
6229,610700,汉中市,2010,4.6083636,6.003696,9.5866652,3551,610000,Shaanxi (province),6.2048564,4.6509614,9.7669601,6.3966522,8,6,30,3,3,20,.9490726,.90934998,1.0371484,7.7976727,435778,3653445.3,1.72,35.869999,62.419998,-.029999999,98.290001,.039999999,104.68559,495.14786,.82547557,-3.1405675,19.805914,15.111181,.11927865
6230,610700,汉中市,2011,4.671268,6.1191945,9.6886683,3922,610000,Shaanxi (province),6.1964512,4.747076,9.7503853,6.4072928,8,6,30,3,3,20,.95043576,.91238773,1.0366912,7.7911348,410350,3671268.3,1.6,34.919998,63.48,-.12,98.400002,.11,115.24681,491.00348,.80990225,-13.829617,54.010384,15.116048,.11177336
6231,610700,汉中市,2012,4.7310495,6.2290716,9.7857046,4293,610000,Shaanxi (province),6.3657422,4.8403893,9.9088831,6.5625782,8,6,30,3,3,20,.95176899,.91527289,1.0362594,7.7889595,399162,3443762.5,.56999999,35.68,63.75,-1.03,99.43,1.03,126.51859,581.57629,.82132536,-130.31415,599.02356,15.052075,.11590869
6232,610700,汉中市,2013,4.787549,6.3331065,9.8775816,4664,610000,Shaanxi (province),6.5031052,4.8939457,10.027917,6.685473,8,6,30,3,3,20,.95305341,.91798609,1.035852,7.791935,410335,3459998.5,.89999998,39.540001,59.560001,.33000001,99.099998,-.33000001,133.4792,667.21021,.83329463,44.048138,-220.17938,15.056779,.11859398
6233,610700,汉中市,2014,4.8408823,6.4314227,9.9644146,5035,610000,Shaanxi (province),6.5449944,4.9014835,10.071503,6.7217169,8,6,30,3,3,20,.95427012,.92051029,1.035466,7.7836823,421748,3475650.3,.44999999,38.740002,60.810001,-.44999999,99.550003,.44999999,134.48915,695.75275,.8380121,-60.520115,313.08871,15.061292,.12134363
6234,610700,汉中市,2015,4.8914294,6.5245667,10.046696,5406,610000,Shaanxi (province),6.5709524,4.9363089,10.085978,6.7491169,8,6,30,3,3,20,.95541275,.9228496,1.035098,7.7753534,426230,3505898.8,.41,37.23,62.360001,-.039999999,99.589996,.039999999,139.25529,714.04962,.83680475,-5.5702119,28.561985,15.069958,.1215751
6235,610700,汉中市,2016,4.939724,6.6133699,10.125182,5777,610000,Shaanxi (province),6.6265373,4.9517965,10.136911,6.7982669,8,6,30,3,3,20,.95648193,.92501968,1.0347451,7.7803555,425541,3521357.3,.49000001,34.77,64.739998,.079999998,99.510002,-.079999998,141.42882,754.86377,.84220684,11.314305,-60.389099,15.074357,.12084574
6236,610700,汉中市,2017,4.9864101,6.6987796,10.200733,6148,610000,Shaanxi (province),6.6950364,4.9204779,10.188477,6.8516626,8,6,30,3,3,20,.95748258,.92704111,1.0344057,7.7923374,428317,3534610.8,.46000001,34.990002,64.550003,-.029999999,99.540001,.029999999,137.0681,808.38336,.85502362,-4.1120429,24.251501,15.078114,.12117799
6237,610700,汉中市,2018,5.0321622,6.781775,10.274235,6519,610000,Shaanxi (province),6.7461624,4.9462161,10.230337,6.8991475,8,6,30,3,3,20,.95842624,.92894256,1.034076,7.8082561,437508,3548424.5,.38,34.209999,65.410004,-.079999998,99.620003,.079999998,140.64178,850.78754,.85814238,-11.251343,68.063004,15.082014,.12329641
6238,610700,汉中市,2019,5.0774913,6.863328,10.346542,6890,610000,Shaanxi (province),6.7352114,5.0107865,10.227022,6.8992634,8,6,30,3,3,20,.95932978,.93075752,1.0337546,7.8058739,445913,3561053.8,.50999999,32.68,66.809998,.13,99.489998,-.13,150.02269,841.52136,.8486979,19.502949,-109.39777,15.085567,.12521939
6239,610700,汉中市,2020,5.1226916,6.9443192,10.418403,7261,610000,Shaanxi (province),6.7197757,5.0713329,10.239439,6.8957009,8,6,30,3,3,20,.96021181,.93251866,1.0334388,7.8099279,433376,3571675.8,,,,,,,159.38664,828.63159,.83868045,,,15.088546,.12133688
6240,610800,榆林市,2001,3.7539983,5.8189278,9.4032526,219,610000,Shaanxi (province),5.7400475,3.7146933,9.3437462,5.8639865,3,4,34,2,2,22,1.0311151,1.0579867,.98629147,10.661011,190299.38,3208147.8,4.6399999,19.75,75.610001,.54000002,95.360001,-.44,41.045998,311.07916,.88343352,22.164839,-136.87483,14.981204,.059317522
6241,610800,榆林市,2002,3.8305588,5.9606938,9.5328913,590,610000,Shaanxi (province),5.8468995,3.8128655,9.4282293,5.969831,3,4,34,2,2,22,1.03237,1.0590067,.9874019,10.661234,181198.75,3234879.3,4.4299998,21.99,73.580002,-.20999999,95.57,.20999999,45.280003,346.15945,.88432437,-9.5088005,72.693481,14.989502,.056014068
6242,610800,榆林市,2003,3.907021,6.1022625,9.6623812,961,610000,Shaanxi (province),5.968173,3.8679295,9.5195503,6.0836658,3,4,34,2,2,22,1.0335926,1.0599811,.98846227,10.661441,191680.36,3224131,4.1399999,19.73,76.120003,-.28999999,95.849998,.28,47.843224,390.79105,.89092684,-13.874535,109.42149,14.986174,.059451789
6243,610800,榆林市,2004,3.9832428,6.2431521,9.7913122,1332,610000,Shaanxi (province),6.1777053,3.9863091,9.7357502,6.2836504,3,4,34,2,2,22,1.0347759,1.0608995,.98947322,10.661503,255634.73,3257504.8,3.8,19.700001,76.449997,-.34,96.150002,.30000001,53.855743,481.88489,.8994742,-18.310953,144.56548,14.996472,.078475632
6244,610800,榆林市,2005,4.0589833,6.3825459,9.9189167,1703,610000,Shaanxi (province),6.3666739,4.0357471,9.9032297,6.4594407,3,4,34,2,2,22,1.0358986,1.0617301,.99043876,10.661612,256335.25,3276258.3,3.9200001,21.33,74.75,.12,96.080002,-.07,56.585178,582.11847,.91140622,6.7902212,-40.748295,15.002213,.078240246
6245,610800,榆林市,2006,4.1340103,6.519464,10.044288,2074,610000,Shaanxi (province),6.5590472,4.0903091,10.077861,6.6403432,3,4,34,2,2,22,1.0369389,1.0624391,.99136621,10.661757,310180.94,3294999.5,3.8499999,22.700001,73.449997,-.07,96.150002,.07,59.758362,705.59912,.92192096,-4.1830854,49.391937,15.007916,.094136871
6246,610800,榆林市,2007,4.2080331,6.652885,10.166481,2445,610000,Shaanxi (province),6.6459513,4.1836505,10.15279,6.7277513,3,4,34,2,2,22,1.0378811,1.0630035,.9922595,10.661838,327884.63,3314802.3,3.6800001,22.889999,73.440002,-.17,96.330002,.18000001,65.604904,769.66187,.92145634,-11.152834,138.53914,15.013908,.098915286
6247,610800,榆林市,2008,4.280652,6.7818885,10.284633,2816,610000,Shaanxi (province),6.8331165,4.2722602,10.330817,6.9075174,3,4,34,2,2,22,1.0387174,1.0634171,.99311823,10.661922,335343.91,3335708.8,3.6300001,23.379999,72.989998,-.050000001,96.370003,.039999999,71.683472,928.07867,.92829949,-3.5841737,37.123146,15.020196,.10053153
6248,610800,榆林市,2009,4.3514056,6.9055352,10.397848,3187,610000,Shaanxi (province),6.9786625,4.3487873,10.474771,7.0482702,3,4,34,2,2,22,1.0394341,1.0636647,.99393797,10.661985,337975.09,3357181.5,2.5899999,28.360001,69.059998,-1.04,97.419998,1.05,77.38456,1073.4816,.9327597,-80.479942,1127.1556,15.026612,.10067227
6249,610800,榆林市,2010,4.4198127,7.0230155,10.505347,3558,610000,Shaanxi (province),7.1420674,4.4671235,10.615129,7.2087073,3,4,34,2,2,22,1.0400214,1.0637412,.99471349,10.662026,342174.91,3335875.3,2.3900001,29.639999,67.970001,-.2,97.610001,.19,87.105804,1264.0391,.93553185,-17.421162,240.16742,15.020246,.10257425
6250,610800,榆林市,2011,4.4853845,7.1337008,10.606542,3929,610000,Shaanxi (province),7.2735653,4.5574379,10.734374,7.3376007,3,4,34,2,2,22,1.040477,1.0636532,.99543822,10.662103,339951.91,3352788.8,2.3099999,28.76,68.940002,-.079999998,97.699997,.090000004,95.338898,1441.6813,.93797159,-7.6271114,129.75131,15.025303,.10139377
6251,610800,榆林市,2012,4.5477509,7.2372618,10.701117,4300,610000,Shaanxi (province),7.4425817,4.6660252,10.900817,7.5029731,3,4,34,2,2,22,1.0408031,1.063412,.99611086,10.662164,399553.66,3363294.8,1.83,28.4,69.769997,-.47999999,98.169998,.47,106.27448,1707.1519,.94139576,-51.011745,802.36139,15.028432,.11879829
6252,610800,榆林市,2013,4.6067224,7.3337178,10.78908,4671,610000,Shaanxi (province),7.4571104,4.7186007,10.903926,7.5197721,3,4,34,2,2,22,1.0410007,1.0630251,.99672765,10.662229,434007.47,3379647.3,.57999998,43.02,56.400002,-1.25,99.419998,1.25,112.01141,1732.1356,.93926114,-140.01427,2165.1694,15.033282,.12841798
6253,610800,榆林市,2014,4.6624041,7.4236012,10.870934,5042,610000,Shaanxi (province),7.520133,4.731842,10.969954,7.5798407,3,4,34,2,2,22,1.0410856,1.0625178,.99728936,10.662246,442856.06,3395275.5,.66000003,43.009998,56.330002,.079999998,99.339996,-.079999998,113.50445,1844.8126,.94203979,9.0803556,-147.58501,15.037895,.13043302
6254,610800,榆林市,2015,4.7151818,7.5077543,10.947474,5413,610000,Shaanxi (province),7.5354795,4.7470593,10.972616,7.59518,3,4,34,2,2,22,1.0410743,1.061914,.99780136,10.662267,448573.75,3423620.3,.64999998,41.650002,57.700001,-.0099999998,99.349998,.0099999998,115.24489,1873.3425,.94204688,-1.1524489,18.733425,15.046209,.13102321
6255,610800,榆林市,2016,4.7656145,7.5872593,11.019738,5784,610000,Shaanxi (province),7.5778484,4.7873373,11.011017,7.6374278,3,4,34,2,2,22,1.0409868,1.0612388,.99827367,10.662283,449849.25,3438802.5,.95999998,41.630001,57.41,.31,99.040001,-.31,119.98147,1954.4194,.9421609,37.194256,-605.87006,15.050633,.13081567
6256,610800,榆林市,2017,4.8143406,7.6632681,11.088829,6155,610000,Shaanxi (province),7.6237617,4.7460499,11.039505,7.6784992,3,4,34,2,2,22,1.0408429,1.0605162,.99871069,10.662436,453725.91,3471511,.94999999,41.16,57.880001,-.0099999998,99.040001,0,115.12862,2046.245,.94673359,-1.1512861,0,15.060101,.13069983
6257,610800,榆林市,2018,4.8620534,7.7369094,11.155828,6526,610000,Shaanxi (province),7.6561861,4.7848735,11.061508,7.7112656,3,4,34,2,2,22,1.0406653,1.0597733,.99911976,10.662466,462798.72,3484990,.47999999,40.919998,58.599998,-.47,99.519997,.47999999,119.68622,2113.6807,.94640994,-56.252522,1014.5667,15.063975,.13279772
6258,610800,榆林市,2019,4.9092746,7.8092127,11.221693,6897,610000,Shaanxi (province),7.682004,4.8422718,11.098111,7.7388015,3,4,34,2,2,22,1.0404736,1.059032,.99950641,10.662394,464441.13,3497405,.38,39.630001,59.98,-.1,99.610001,.090000004,126.75699,2168.9619,.94478548,-12.675699,195.20657,15.067532,.13279593
6259,610800,榆林市,2020,4.9563346,7.8810062,11.287145,7268,610000,Shaanxi (province),7.6770473,4.8916063,11.122032,7.7369204,3,4,34,2,2,22,1.0402794,1.0583018,.99987841,10.662391,435347.81,3511583.3,,,,,,,133.16731,2158.2375,.94188398,,,15.071578,.12397479
6260,610900,安康市,2001,3.5120714,4.4422693,8.4613199,210,610000,Shaanxi (province),4.2911253,3.4906631,8.4019041,4.6620827,10,7,44,3,4,27,.92782724,.8076852,.92272973,7.2256293,256270,3152763.5,2.9200001,22.719999,74.370003,.12,97.089996,-.20999999,32.807693,73.048622,.69007337,3.936923,-15.34021,14.96379,.081284247
6261,610900,安康市,2002,3.5855539,4.5787458,8.5764866,581,610000,Shaanxi (province),4.554666,3.5581896,8.5281954,4.8688765,10,7,44,3,4,27,.92879552,.81348288,.92424709,7.2449236,257189.8,3163993.5,2.8900001,23.690001,73.419998,-.029999999,97.110001,.02,35.099598,95.074997,.73036522,-1.0529879,1.9014999,14.967345,.081286453
6262,610900,安康市,2003,3.6589828,4.7148442,8.6915035,952,610000,Shaanxi (province),4.6034889,3.6076205,8.5740881,4.9178634,10,7,44,3,4,27,.92973709,.81898242,.92570949,7.3104186,257983.94,2707009.8,2.54,21.65,75.809998,-.34999999,97.459999,.34999999,36.878197,99.832016,.73024547,-12.907369,34.941204,14.811356,.095302179
6263,610900,安康市,2004,3.7322361,4.8501267,8.8061037,1323,610000,Shaanxi (province),4.8139338,3.7245395,8.7538576,5.1039286,10,7,44,3,4,27,.93065596,.82418251,.92712092,7.3172507,263853.47,2732149.5,2.0699999,19.5,78.419998,-.47,97.919998,.46000001,41.452141,123.21538,.74826765,-19.482506,56.679073,14.8206,.096573584
6264,610900,安康市,2005,3.8050637,4.9838767,8.9197226,1694,610000,Shaanxi (province),5.0311561,3.7872658,8.9379816,5.2844491,10,7,44,3,4,27,.93154603,.82906288,.92847943,7.3226404,264909.13,2747838.8,1.48,18,80.529999,-.58999997,98.529999,.61000001,44.135559,153.10991,.77624047,-26.039978,93.397049,14.826325,.096406356
6265,610900,安康市,2006,3.8771961,5.1152878,9.0316677,2065,610000,Shaanxi (province),5.1927943,3.8436375,9.0775509,5.4234767,10,7,44,3,4,27,.93239939,.83360869,.92978024,7.3027778,304881.78,2763972.8,1.58,17.08,81.330002,.1,98.410004,-.12,46.695019,179.97075,.79399174,4.6695018,-21.596489,14.83218,.11030564
6266,610900,安康市,2007,3.9483187,5.2436705,9.1412916,2436,610000,Shaanxi (province),5.2521477,3.9340615,9.1422091,5.4893103,10,7,44,3,4,27,.93322104,.83783799,.93101853,7.2810879,333289.97,2780446.5,1.6,16.959999,81.43,.02,98.389999,-.02,51.114159,190.97598,.78886312,1.0222832,-3.8195195,14.838122,.11986922
6267,610900,安康市,2008,4.018034,5.3685308,9.2480602,2807,610000,Shaanxi (province),5.2958908,4.0129294,9.2102985,5.5405726,10,7,44,3,4,27,.93402672,.84179902,.93219042,7.255898,370099.66,2796194.8,1.46,16.92,81.620003,-.14,98.540001,.15000001,55.308659,199.51527,.78295344,-7.7432122,29.927292,14.84377,.13235833
6268,610900,安康市,2009,4.0859084,5.4893937,9.3514423,3178,610000,Shaanxi (province),5.4903297,4.0855889,9.3740625,5.7098112,10,7,44,3,4,27,.93482882,.8455354,.9332937,7.2394094,380444.66,2814228,1.0599999,15.48,83.459999,-.40000001,98.940002,.40000001,59.476955,242.3371,.80293512,-23.790783,96.934837,14.850199,.13518615
6269,610900,安康市,2010,4.1514955,5.6056046,9.4508142,3549,610000,Shaanxi (province),5.7906203,4.1937637,9.611845,5.97505,10,7,44,3,4,27,.93562341,.84905303,.93432659,7.2175694,392785.81,2796264,1.01,16.469999,82.519997,-.050000001,98.989998,.050000001,66.271751,327.21594,.83157861,-3.3135877,16.360798,14.843795,.14046808
6270,610900,安康市,2011,4.2143478,5.7165103,9.5456066,3920,610000,Shaanxi (province),5.7973537,4.2835283,9.6167755,5.9962592,10,7,44,3,4,27,.93640178,.85234648,.9352873,7.18959,391051.81,2810440.5,.94,18.49,80.580002,-.07,99.07,.079999998,72.495781,329.42667,.81962746,-5.0747046,26.354134,14.848852,.13914253
6271,610900,安康市,2012,4.2741241,5.8219209,9.6356544,4291,610000,Shaanxi (province),5.8976464,4.386332,9.7153435,6.0970054,10,7,44,3,4,27,.93717498,.85544789,.93617731,7.1708155,386516.28,2650456.5,.34,20.76,78.900002,-.60000002,99.660004,.58999997,80.345177,364.17932,.81925589,-48.207108,214.86578,14.790242,.14583008
6272,610900,安康市,2013,4.3306561,5.9218469,9.7209673,4662,610000,Shaanxi (province),6.0634069,4.4349499,9.836422,6.2425838,10,7,44,3,4,27,.93794227,.85837388,.93699694,7.1651416,399968.13,2662954,.57999998,26.280001,73.139999,.23999999,99.419998,-.23999999,84.3479,429.83737,.83595818,20.243496,-103.16096,14.794947,.15019716
6273,610900,安康市,2014,4.3840551,6.01649,9.8017578,5033,610000,Shaanxi (province),6.1212616,4.4440198,9.8960085,6.2925968,10,7,44,3,4,27,.93869287,.86112219,.93775046,7.1352916,410632.94,2674917,.38,25.68,73.940002,-.2,99.620003,.2,85.116402,455.4389,.84253895,-17.023281,91.087784,14.799429,.1535124
6274,610900,安康市,2015,4.4346943,6.1064048,9.8785267,5404,610000,Shaanxi (province),6.1468,4.4824252,9.9104671,6.3201723,10,7,44,3,4,27,.93942034,.86370385,.9384461,7.1157355,417805.19,2698195.5,.33000001,26.23,73.440002,-.050000001,99.669998,.050000001,88.448921,467.21991,.84082443,-4.4224463,23.360996,14.808094,.15484615
6275,610900,安康市,2016,4.4830961,6.1924076,9.9520063,5775,610000,Shaanxi (province),6.1785555,4.4947605,9.9357805,6.3488617,10,7,44,3,4,27,.94012278,.86613917,.93909335,7.13199,424507.66,2710140.8,.27000001,26.85,72.889999,-.059999999,99.739998,.07,89.546722,482.29477,.84340638,-5.3728032,33.760635,14.812511,.15663676
6276,610900,安康市,2017,4.5299025,6.2754173,10.023015,6146,610000,Shaanxi (province),6.2501922,4.4638324,9.9877892,6.4051161,10,7,44,3,4,27,.94080126,.86845219,.93970543,7.1206717,431367.19,2718281.5,.18000001,27.709999,72.110001,-.090000004,99.82,.079999998,86.819595,518.11237,.85648042,-7.8137641,41.44899,14.815511,.15869114
6277,610900,安康市,2018,4.5757842,6.3563161,10.092326,6517,610000,Shaanxi (province),6.3382206,4.49231,10.066017,6.4848127,10,7,44,3,4,27,.94145703,.87066472,.94029337,7.1199436,448529.41,2728895,.11,28.709999,71.18,-.07,99.889999,.07,89.32756,565.78864,.86364621,-6.2529292,39.605206,14.819407,.16436301
6278,610900,安康市,2019,4.6212478,6.4359245,10.160625,6888,610000,Shaanxi (province),6.3323078,4.5508022,10.06839,6.4879298,10,7,44,3,4,27,.94209158,.872796,.94086546,7.0560503,453856.94,2738621.3,.22,26.110001,73.669998,.11,99.779999,-.11,94.708359,562.45313,.85588264,10.417919,-61.869843,14.822966,.16572461
6279,610900,安康市,2020,4.6665907,6.515017,10.228535,7259,610000,Shaanxi (province),6.3087068,4.6181393,10.072448,6.4779558,10,7,44,3,4,27,.9427126,.87486976,.94142622,7.090241,450635.06,2748442.8,,,,,,,101.30535,549.33405,.84429878,,,14.826545,.16396014
6280,611000,商洛市,2001,3.295938,4.2301784,8.38762,213,610000,Shaanxi (province),4.135108,3.2686143,8.3436689,4.486063,13,9,47,4,5,30,.91974568,.7691232,.86594486,7.4580326,87932,2567725,4.8699999,17.84,77.290001,4.8699999,95.129997,95.129997,26.274904,62.496342,.70401561,127.95878,5945.2769,14.758531,.0342451
6281,611000,商洛市,2002,3.369411,4.3604193,8.498724,584,610000,Shaanxi (province),4.3678479,3.3418157,8.4707203,4.6741748,13,9,47,4,5,30,.92037416,.77469391,.868532,7.4746609,85201,2579757,4.48,18.32,77.190002,-.38999999,95.510002,.38,28.270411,78.873703,.73614591,-11.025459,29.972006,14.763206,.033026755
6282,611000,商洛市,2003,3.4428155,4.4904222,8.6097193,955,610000,Shaanxi (province),4.4089298,3.394366,8.5088825,4.7182956,13,9,47,4,5,30,.92098856,.77999967,.87101996,7.5443859,80850,2420183.3,3.1700001,26.32,70.510002,-1.3099999,96.830002,1.3200001,29.795757,82.181465,.73391235,-39.03244,108.47954,14.699354,.033406563
6283,611000,商洛市,2004,3.5160148,4.6199689,8.7204237,1326,610000,Shaanxi (province),4.5041986,3.509825,8.6192617,4.8189764,13,9,47,4,5,30,.92160106,.78507173,.87340963,7.5453773,89598,2442655.3,3.3699999,19.110001,77.529999,.2,96.639999,-.19,33.442413,90.395866,.7299509,6.6884828,-17.175215,14.708596,.036680575
6284,611000,商洛市,2005,3.5887496,4.7486358,8.8304071,1697,610000,Shaanxi (province),4.7082458,3.569849,8.7905493,4.9861293,13,9,47,4,5,30,.9222182,.78993082,.8756963,7.4978609,90026,2456645,2.6099999,22.24,75.150002,-.75999999,97.389999,.75,35.51123,110.85752,.75738519,-26.988535,83.143143,14.714307,.036645912
6285,611000,商洛市,2006,3.6607468,4.875711,8.938983,2068,610000,Shaanxi (province),4.7858548,3.6317925,8.880456,5.0599599,13,9,47,4,5,30,.92283094,.79456627,.87787414,7.4260283,109583,2471107.3,2.8399999,23.530001,73.620003,.23,97.150002,-.23999999,37.780479,119.80373,.76025212,8.6895103,-28.752893,14.720177,.044345707
6286,611000,商洛市,2007,3.7316849,5.0003805,9.0453691,2439,610000,Shaanxi (province),4.9598579,3.7122178,9.0179577,5.2123132,13,9,47,4,5,30,.92342842,.79896498,.87993598,7.3804574,122616,2485938,2.75,26.040001,71.199997,-.090000004,97.239998,.090000004,40.944511,142.57355,.77689111,-3.6850061,12.83162,14.726161,.049323838
6287,611000,商洛市,2008,3.8011703,5.1216078,9.148632,2810,610000,Shaanxi (province),5.1468878,3.8014808,9.1744843,5.3783436,13,9,47,4,5,30,.92398477,.80308086,.88187772,7.3434782,139389,2501365.8,2.9400001,24.120001,72.940002,.19,97.059998,-.18000001,44.767426,171.89568,.7933777,8.5058107,-30.941223,14.732347,.055725157
6288,611000,商洛市,2009,3.8687608,5.2382522,9.2477741,3181,610000,Shaanxi (province),5.3389702,3.8724744,9.3440638,5.5465798,13,9,47,4,5,30,.92446548,.80685186,.88369334,7.327466,140764,2517449,2.1600001,26.52,71.309998,-.77999997,97.830002,.76999998,48.061165,208.2981,.8125242,-37.487709,160.38953,14.738756,.055915333
6289,611000,商洛市,2010,3.9340153,5.3492389,9.3418598,3552,610000,Shaanxi (province),5.613337,3.977457,9.5718393,5.7912998,13,9,47,4,5,30,.92483705,.81022257,.88538098,7.3191218,145739,2501373.8,2.1600001,26.08,71.760002,0,97.839996,.0099999998,53.381115,274.05725,.83697355,0,2.7405725,14.73235,.058263585
6290,611000,商洛市,2011,3.9965012,5.453743,9.4301958,3923,610000,Shaanxi (province),5.6136284,4.0642014,9.5678177,5.8062053,13,9,47,4,5,30,.92508024,.81316715,.88694072,7.2984629,164677,2515282,1.95,26.370001,71.690002,-.20999999,98.059998,.22,58.218395,274.13712,.82483095,-12.225863,60.310165,14.737895,.065470591
6291,611000,商洛市,2012,4.0558953,5.5516014,9.5126619,4294,610000,Shaanxi (province),5.6825261,4.1686397,9.6409817,5.8814206,13,9,47,4,5,30,.92521256,.81572831,.88837785,7.2823019,164319,2357593.5,1.42,25,73.580002,-.52999997,98.580002,.51999998,64.62748,293.6904,.81963646,-34.252563,152.71901,14.673152,.069697767
6292,611000,商洛市,2013,4.1120434,5.6430488,9.5894842,4665,610000,Shaanxi (province),5.779439,4.2138014,9.6994305,5.9691949,13,9,47,4,5,30,.92525595,.81796199,.88969707,7.2497783,170340,2368703.8,.94999999,41.59,57.459999,-.47,99.050003,.47,67.613075,323.57761,.82716084,-31.778145,152.08148,14.677854,.071912751
