v1,region_id,year,city_id,city,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v11,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,lg101214,urban_population,total_population,nonagri_gdp,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,wtrend_lg_agri_predicted,wtrend_lg_nonagri_predicted,wtrend_lg_gdppc_predicted,wv1,wlg_nonagri_predicted,wlg_agri_predicted,wlg_gdppc_predicted,wlg_totalgdp_predicted,wlg101214,wurban_population,wtotal_population,wnonagri_gdp,wemp_agri,wemp_ind,wemp_ser,wemp_agri_gr,wemp_nonagri,wemp_nonagri_gr
6047,302,2008,540500,山南市,1.2801988,3.9969316,9.9131317,2945,540000,Tibet Autonomous Region,3.8729973,1.2689338,9.9279766,3.9443614,10,11,67,3,5,45,1.001197,.62672883,.29700822,10.567377,19566,870381.69,.93112272,,,,,,,3.7294633,4.8525939,9.3020344,2861.5,4.8596978,3.7279377,9.3114738,5.1472135,7.7394853,335035.34,1929214.6,.75201082,,,,,,
6048,302,2009,540500,山南市,1.3467783,4.1183186,10.004741,3316,540000,Tibet Autonomous Region,4.2181883,1.3470824,10.089845,4.2732787,10,11,67,3,5,45,1.0001366,.63434768,.30762795,10.568008,14658,879718.69,.94639957,,,,,,,3.7959766,4.9680386,9.4034042,3232.5,5.0622478,3.7993679,9.4989557,5.3189359,7.7177219,337876.5,1941668.4,.77523494,,,,,,
6049,302,2010,540500,山南市,1.4110992,4.2359118,10.092019,3687,540000,Tibet Autonomous Region,4.3011103,1.4480122,10.192258,4.3571744,10,11,67,3,5,45,.99910223,.6415925,.31757894,10.566728,14744,883003.06,.9454785,,,,,,,3.8602052,5.0783091,9.5000858,3603.5,5.1836734,3.8944139,9.5973549,5.4344487,7.6953168,342240.97,1929301.6,.77973682,,,,,,
6050,302,2011,540500,山南市,1.4727291,4.3488317,10.17444,4058,540000,Tibet Autonomous Region,4.5302515,1.5538726,10.301103,4.5799718,10,11,67,3,5,45,.9980889,.64842206,.32684174,10.56559,14905,892458.13,.95149553,,,,,,,3.92172,5.1827698,9.5915184,3974.5,5.3373499,4.0031834,9.7293444,5.5787096,7.6628842,356069.94,1939072,.78711623,,,,,,
6051,302,2012,540500,山南市,1.5313281,4.4563603,10.251731,4429,540000,Tibet Autonomous Region,4.6385984,1.6409405,10.409317,4.6872969,10,11,67,3,5,45,.99709529,.65479833,.3354125,10.566353,17675,998862,.95246834,,,,,,,3.9801779,5.2810473,9.6773853,4345.5,5.4661598,4.0831995,9.8526735,5.6980228,7.6448269,366941.34,1939029.9,.79468715,,,,,,
6052,302,2013,540500,山南市,1.5867587,4.5582352,10.323933,4800,540000,Tibet Autonomous Region,4.7031393,1.6864903,10.398808,4.7509432,10,11,67,3,5,45,.99612027,.66071784,.34331703,10.573427,17071,1011596.4,.95332074,,,,,,,4.0354385,5.3731556,9.7577133,4716.5,5.4854751,4.1382432,9.8525057,5.7245946,7.6118641,375411.53,1948187.9,.78896886,,,,,,
6053,302,2014,540500,山南市,1.639158,4.6546478,10.39148,5171,540000,Tibet Autonomous Region,4.7576356,1.6872535,10.453737,4.8029947,10,11,67,3,5,45,.99516928,.66620582,.35061631,10.573074,16915,1021090.6,.9556542,,,,,,,4.0876207,5.4595714,9.8329668,5087.5,5.5392828,4.1454186,9.9080763,5.7686267,7.594296,377879.34,1957269.3,.79656965,,,,,,
6054,302,2015,540500,山南市,1.688912,4.7461529,10.454997,5542,540000,Tibet Autonomous Region,4.8221931,1.7269461,10.492701,4.8664622,10,11,67,3,5,45,.99424106,.67130667,.35739845,10.570363,16254,1032023.1,.95669651,,,,,,,4.1370983,5.5410519,9.9038496,5458.5,5.5695419,4.1765752,9.9275799,5.7983818,7.5666447,381047.72,1974265.8,.79684037,,,,,,
6055,302,2016,540500,山南市,1.7365272,4.8335619,10.515263,5913,540000,Tibet Autonomous Region,4.818553,1.7547195,10.492632,4.8642035,10,11,67,3,5,45,.99333113,.67607588,.36375779,10.56917,16335,1044693.8,.95537585,,,,,,,4.184391,5.6185532,9.9712505,5829.5,5.5836205,4.2011223,9.9364052,5.8140187,7.5647154,382363.03,1983013.4,.79550701,,,,,,
6056,302,2017,540500,山南市,1.7826051,4.9178772,10.57315,6284,540000,Tibet Autonomous Region,4.8838668,1.7247553,10.524353,4.9254532,10,11,67,3,5,45,.99243915,.68058282,.36979243,10.57105,16465,1055524.6,.95926642,.20999999,14.06,85.739998,.20999999,99.800003,99.800003,4.2301168,5.6931038,10.036119,6200.5,5.6468759,4.1670594,9.9804592,5.8579311,7.5376816,387993.16,1991527.9,.81080729,,,,,,
6057,302,2018,540500,山南市,1.8277924,5.0000629,10.629475,6655,540000,Tibet Autonomous Region,4.946991,1.7368102,10.566843,4.9865475,10,11,67,3,5,45,.99156463,.68489021,.37559924,10.562435,13810,1097580.9,.96121562,.039999999,14.74,85.230003,-.17,99.970001,.17,4.2749352,5.7656436,10.099318,6571.5,5.7198396,4.1874371,10.042907,5.9216423,7.514977,395981.13,1999297.8,.81834084,,,,,,
6058,302,2019,540500,山南市,1.8725916,5.0809989,10.684931,7026,540000,Tibet Autonomous Region,4.9836731,1.807928,10.601848,5.0245876,10,11,67,3,5,45,.99070507,.68905026,.38125131,10.55448,13901,1107375.6,.95991117,.31999999,25.879999,73.800003,.28,99.68,-.28999999,4.3193493,5.836998,10.161569,6942.5,5.7429466,4.2545667,10.074748,5.9526,7.5213356,398400.53,2006450.1,.81195539,,,,,,
6059,302,2020,540500,山南市,1.9172777,5.1614308,10.740058,7397,540000,Tibet Autonomous Region,4.960072,1.8719907,10.608013,5.0046525,10,11,67,3,5,45,.98985714,.69310331,.38678676,10.562984,15364,1117420.4,.95639867,,,,,,,4.3636413,5.907877,10.223455,7313.5,5.717773,4.3150482,10.077464,5.9437923,7.5053396,403896.81,2012694.3,.79887378,,,,,,
6060,303,2001,540600,那曲市,3.9339488,7.1502967,9.1637211,346,540000,,7.0821214,3.9137831,9.141345,7.1233339,12,1,33,4,1,21,1.0048492,1.3000537,1.0335701,12.397412,1071,324190.59,.95962512,,,,,,,3.7136025,5.0453825,9.1902142,246,4.9686666,3.6908188,9.117774,5.31738,8.2036705,1228655.4,2750189.8,.72542483,,,,,,
6061,303,2002,540600,那曲市,4.0065861,7.2848234,9.2602377,717,540000,,7.1926665,3.9797153,9.1654682,7.2321157,12,1,33,4,1,21,1.0028428,1.2942581,1.0327764,12.400664,811,325877.5,.96131879,,,,,,,3.786521,5.1737375,9.3058567,617,5.1068568,3.7597885,9.2425051,5.4451399,8.2079248,1227020,2762573,.73327929,,,,,,
6062,303,2003,540600,那曲市,4.0791731,7.4191804,9.356698,1088,540000,,7.2834506,4.0289168,9.244936,7.3213229,12,1,33,4,1,21,1.0008935,1.2887336,1.0320162,12.405324,1755,372926.69,.96283585,,,,,,,3.8593824,5.3019013,9.421319,988,5.1999226,3.8142927,9.3174658,5.5350723,8.2135038,1338545.9,2893552.3,.73543423,,,,,,
6063,303,2004,540600,那曲市,4.1515923,7.5529656,9.4528103,1459,540000,,7.6037793,4.1416354,9.3628292,7.6346602,12,1,33,4,1,21,.99900192,1.2834761,1.0312928,12.407919,4524,376514.41,.96959102,,,,,,,3.9320631,5.4295139,9.5362606,1359,5.3451166,3.9203355,9.4646606,5.6651697,8.2131758,1377118,2921954.5,.74476469,,,,,,
6064,303,2005,540600,那曲市,4.2235999,7.6854396,9.5480003,1830,540000,,7.6776123,4.2096028,9.5155401,7.7083154,12,1,33,4,1,21,.99716127,1.2784652,1.0306071,12.41052,4559,378806.34,.96976346,,,,,,,4.0043263,5.5559621,9.6500826,1730,5.5221033,3.9862747,9.6176424,5.8143139,8.2060423,1396481.5,2939443.5,.76242578,,,,,,
6065,303,2006,540600,那曲市,4.2949286,7.815989,9.6414728,2201,540000,,7.683507,4.2671371,9.6407385,7.7158108,12,1,33,4,1,21,.99535364,1.2737262,1.0299556,12.411641,5399,381039.72,.96821237,,,,,,,4.0759068,5.6804204,9.7620068,2101,5.6954651,4.0406241,9.776227,5.9653049,8.1894035,1453862,2953796,.77783328,,,,,,
6066,303,2007,540600,那曲市,4.3652744,7.9439807,9.7323484,2572,540000,,7.9496932,4.3436503,9.7509556,7.97649,12,1,33,4,1,21,.99356115,1.2692958,1.0293372,12.411692,5425,383340.31,.97355902,,,,,,,4.146493,5.8019795,9.8711739,2472,5.8312192,4.1317463,9.8971729,6.0916176,8.1681442,1479787.8,2971563.5,.78415841,,,,,,
6067,303,2008,540600,那曲市,4.4342651,8.0684519,9.819747,2943,540000,,8.1566324,4.4161606,9.8753471,8.1800976,12,1,33,4,1,21,.99176538,1.2651534,1.0287567,12.410504,5616,385626.09,.97680801,,,,,,,4.2156863,5.9197674,9.9767599,2843,5.947989,4.2074547,10.015339,6.2027273,8.1221199,1501131.1,2990330.3,.78848654,,,,,,
6068,303,2009,540600,那曲市,4.5014744,8.1884518,9.9028349,3314,540000,,8.2883577,4.5079722,9.9963064,8.310915,12,1,33,4,1,21,.98994946,1.2612733,1.0282164,12.411005,5644,388128.22,.97769523,,,,,,,4.2830496,6.0329852,10.078007,3214,6.0766459,4.2869396,10.122981,6.3100085,8.0827732,1525427.5,3009483.5,.80263621,,,,,,
6069,303,2010,540600,那曲市,4.5664296,8.3032522,9.9809179,3685,540000,,8.4874229,4.6136384,10.115582,8.5079899,12,1,33,4,1,21,.98810327,1.2576523,1.0277108,12.411875,5693,385630.38,.97964311,,,,,,,4.3481278,6.1409049,10.174252,3585,6.2467175,4.3885584,10.27732,6.4741664,8.0730352,1543244.6,2992125.8,.80749947,,,,,,
6070,303,2011,540600,那曲市,4.6286759,8.4123735,10.053535,4056,540000,,8.6499681,4.7032747,10.182343,8.6691027,12,1,33,4,1,21,.98622829,1.2543067,1.0272388,12.410305,5984,387568.91,.98104739,,,,,,,4.4104729,6.2429066,10.264946,3956,6.4037271,4.488852,10.409844,6.6164026,8.0595169,1553505.4,3005962.8,.81793022,,,,,,
6071,303,2012,540600,那曲市,4.6878753,8.5157967,10.120561,4427,540000,,8.7126007,4.8021793,10.291215,8.7324352,12,1,33,4,1,21,.98433751,1.2512743,1.0268028,12.409097,7547,463087.69,.98036087,,,,,,,4.469739,6.3386364,10.349796,4327,6.5258417,4.5769091,10.526767,6.7313528,8.0602531,1783617.6,3337709.5,.8232497,,,,,,
6072,303,2013,540600,那曲市,4.7438765,8.6140957,10.182194,4798,540000,,8.5546618,4.8483162,10.226146,8.5789318,12,1,33,4,1,21,.98244441,1.2486163,1.0264028,12.406403,7505,460831.97,.97602206,,,,,,,4.5257773,6.4281416,10.428873,4698,6.5250192,4.6301823,10.516728,6.7472892,8.0565195,1815947.8,3353866.3,.81180257,,,,,,
6073,303,2014,540600,那曲市,4.796814,8.7083397,10.239058,5169,540000,,8.6576729,4.8489304,10.280873,8.6796064,12,1,33,4,1,21,.98057216,1.2463986,1.0260397,12.404171,7916,463029.44,.97830522,,,,,,,4.5787053,6.5119371,10.502689,5069,6.5896382,4.6365218,10.577774,6.7957788,8.0563793,1842638.9,3370296,.82290959,,,,,,
6074,303,2015,540600,那曲市,4.8470836,8.7994452,10.291888,5540,540000,,8.7581825,4.8794451,10.304115,8.7786484,12,1,33,4,1,21,.9787299,1.2446136,1.0257137,12.403197,7927,468054.41,.97974217,,,,,,,4.6289015,6.5907817,10.571978,5440,6.6136613,4.6694021,10.591302,6.8213553,8.0533428,1863385.4,3399706.5,.82180512,,,,,,
6075,303,2016,540600,那曲市,4.8952117,8.8882046,10.341522,5911,540000,,8.814868,4.9126158,10.319018,8.8348627,12,1,33,4,1,21,.97691864,1.2432034,1.0254209,12.403639,7956,470243.22,.98020381,,,,,,,4.6768899,6.6656256,10.637656,5811,6.6466308,4.6939311,10.615951,6.8535995,8.0485001,1879824,3414801.5,.82229859,,,,,,
6076,303,2017,540600,那曲市,4.9418049,8.9753065,10.38883,6282,540000,,8.9490557,4.8787041,10.338312,8.9659834,12,1,33,4,1,21,.97513813,1.2420887,1.0251526,12.407775,7992,476915.94,.98321474,,,,,,,4.7232957,6.7374792,10.700695,6182,6.6985898,4.656199,10.648094,6.8889503,8.0419388,1866688.3,3465086.3,.83446205,,,,,,
6077,303,2018,540600,那曲市,4.9875131,9.0612564,10.434625,6653,540000,,9.052989,4.9044557,10.371265,9.0686531,12,1,33,4,1,21,.97338814,1.2411774,1.0249009,12.415449,8024,478779.78,.98445797,,,,,,,4.768786,6.8073034,10.762008,6553,6.7470546,4.6847153,10.687557,6.934258,8.0475941,1881073.6,3478620.5,.83690512,,,,,,
6078,303,2019,540600,那曲市,5.0328302,9.1464939,10.479592,7024,540000,,9.0962915,4.9615445,10.387589,9.1121712,12,1,33,4,1,21,.97166616,1.2403848,1.0246618,12.403091,7938,480528.19,.98424578,,,,,,,4.8138609,6.8759632,10.822375,6924,6.7708693,4.7484789,10.72293,6.9641557,8.0677738,1901324.9,3490735.5,.83230537,,,,,,
6079,303,2020,540600,那曲市,5.0780401,9.2314386,10.524261,7395,540000,,9.114048,5.0353184,10.404928,9.1308355,12,1,33,4,1,21,.96996826,1.2396448,1.024431,12.395158,7948,482045.63,.9833526,,,,,,,4.8588095,6.9441719,10.882397,7295,6.7637663,4.8083715,10.743311,6.9678245,8.0782223,1879421.6,3506670.8,.82413578,,,,,,
6080,304,2001,542500,阿里地区,3.8740559,6.8370533,9.1620293,309,540000,Tibet Autonomous Region,6.79526,3.8630352,9.1401482,6.8471675,12,1,35,4,1,22,1.0046636,1.2431004,1.0178343,11.250104,2,114804.84,.94941664,,,,,,,2.6815464,3.6532736,8.6622763,286.57144,3.5531411,2.6625507,8.6237001,3.9147744,8.8440657,167160.33,1437056.6,.70177847,,,,,,
6081,304,2002,542500,阿里地区,3.946208,6.9740949,9.2581282,680,540000,Tibet Autonomous Region,6.874752,3.9144998,9.1636229,6.9252605,12,1,35,4,1,22,1.0026143,1.2390525,1.0172127,11.252126,1,115385.98,.95074582,,,,,,,2.7536995,3.7821434,8.7706652,657.57141,3.7355142,2.7229974,8.7043896,4.064374,8.8680677,183527.41,1443182,.72498262,,,,,,
6082,304,2003,542500,阿里地区,4.0183325,7.111032,9.3541727,1051,540000,,7.0891409,3.9698524,9.2436314,7.132381,12,1,35,4,1,22,1.0006233,1.2352073,1.0166237,11.25802,1,90574.477,.95768148,,,,,,,2.8258052,3.910763,8.8789587,1028.5714,3.8384409,2.7789929,8.7774611,4.1553864,8.8982229,195601.95,1504816.1,.73359442,,,,,,
6083,304,2004,542500,阿里地区,4.090323,7.2475114,9.4498711,1422,540000,Tibet Autonomous Region,7.3054986,4.0804687,9.35777,7.3444834,12,1,35,4,1,22,.99869126,1.2315702,1.0160729,11.258912,18,86618.5,.96176535,,,,,,,2.8977392,4.0387654,8.9868927,1399.5714,3.9988346,2.8842938,8.9211445,4.3018804,8.9065237,207973.64,1520328.8,.74345398,,,,,,
6084,304,2005,542500,阿里地区,4.1619506,7.3831263,9.5446568,1793,540000,Tibet Autonomous Region,7.2977104,4.1392879,9.5122519,7.339325,12,1,35,4,1,22,.99681205,1.2281756,1.015564,11.260811,20,86980.938,.95923948,,,,,,,2.96926,4.1656027,9.0939522,1770.5714,4.1332531,2.950959,9.0608501,4.4160538,8.9065781,208707.98,1535427.8,.75749189,,,,,,
6085,304,2006,542500,阿里地区,4.2329631,7.5176139,9.6377316,2164,540000,Tibet Autonomous Region,7.4525142,4.2019825,9.639452,7.4905357,12,1,35,4,1,22,.9949674,1.2251018,1.0150958,11.264777,23,84767.273,.9626922,,,,,,,3.0400929,4.2906275,9.1994572,2141.5715,4.2734346,3.0112023,9.1841316,4.5396194,8.8926325,229600.44,1543104.5,.77019221,,,,,,
6086,304,2007,542500,阿里地区,4.3030515,7.6504974,9.7282181,2535,540000,Tibet Autonomous Region,7.7650704,4.2913761,9.7485685,7.7956018,12,1,35,4,1,22,.99313951,1.2224028,1.0146649,11.268407,24,85178.984,.96992999,,,,,,,3.1099174,4.4131112,9.3026447,2512.5715,4.4182262,3.0971427,9.2983761,4.6720796,8.8748922,236306.38,1552619,.77973008,,,,,,
6087,304,2008,542500,阿里地区,4.371829,7.7811384,9.8152409,2906,540000,Tibet Autonomous Region,7.8108969,4.3672104,9.8705168,7.8423438,12,1,35,4,1,22,.99131024,1.220102,1.0142714,11.270821,24,85736.656,.96904236,,,,,,,3.1783404,4.5322828,9.4027138,2883.5715,4.5184941,3.1737127,9.419507,4.7661772,8.8655262,248369.2,1562452.6,.78412199,,,,,,
6088,304,2009,542500,阿里地区,4.438879,7.9091849,9.8979759,3277,540000,Tibet Autonomous Region,7.9831219,4.4266849,9.9915066,8.0112629,12,1,35,4,1,22,.98946375,1.2182577,1.0139184,11.269771,24,88639.227,.97225124,,,,,,,3.2449374,4.6473837,9.4988508,3254.5715,4.7187715,3.2487855,9.5834684,4.9403696,8.8592663,248897.67,1577602.8,.80411929,,,,,,
6089,304,2010,542500,阿里地区,4.5037746,8.034358,9.9757395,3648,540000,Tibet Autonomous Region,8.0995522,4.5353761,10.108513,8.1274786,12,1,35,4,1,22,.98759061,1.2169242,1.0136098,11.271582,25,88066.422,.97245991,,,,,,,3.3092716,4.7576208,9.5902882,3625.5715,4.8505964,3.3420258,9.6876431,5.0681887,8.8510733,256562.22,1569301,.80773693,,,,,,
6090,304,2011,542500,阿里地区,4.5660577,8.1565647,10.04808,4019,540000,Tibet Autonomous Region,8.2725077,4.6524277,10.171579,8.2989359,12,1,35,4,1,22,.98569328,1.2161648,1.013342,11.271879,25,88461.188,.97391796,,,,,,,3.3709166,4.8623791,9.676465,3996.5715,4.9911275,3.4523301,9.8037701,5.2002611,8.8348045,265901,1577705.5,.8140099,,,,,,
6091,304,2012,542500,阿里地区,4.625349,8.2758751,10.114878,4390,540000,Tibet Autonomous Region,8.2910252,4.7264094,10.282771,8.3189402,12,1,35,4,1,22,.98378479,1.2160213,1.0131074,11.267608,26,103040.49,.972471,,,,,,,3.4295273,4.9612765,9.7570677,4367.5713,5.1399341,3.5323279,9.9380894,5.3371239,8.8262062,271242.78,1598264.8,.82367915,,,,,,
6092,304,2013,542500,阿里地区,4.6814857,8.3926487,10.176321,4761,540000,Tibet Autonomous Region,8.417593,4.7929025,10.223538,8.4439011,12,1,35,4,1,22,.98187774,1.2165174,1.0129037,11.263232,28,103693.95,.97403497,,,,,,,3.4849622,5.0542531,9.832099,4738.5713,5.1660709,3.5893035,9.923687,5.369204,8.8105326,277697.25,1606506.6,.81888288,,,,,,
6093,304,2014,542500,阿里地区,4.7345576,8.5072832,10.23302,5132,540000,Tibet Autonomous Region,8.4928617,4.7949667,10.276998,8.5173359,12,1,35,4,1,22,.97999388,1.2176219,1.0127231,11.261442,27,103884.48,.97582293,,,,,,,3.5373375,5.141695,9.9020147,5109.5713,5.2360744,3.5932117,9.984354,5.4288011,8.7945042,283969.06,1615965.8,.82730848,,,,,,
6094,304,2015,542500,阿里地区,4.7849326,8.6202383,10.285702,5503,540000,Tibet Autonomous Region,8.6052217,4.813869,10.298912,8.6275358,12,1,35,4,1,22,.97814155,1.2192662,1.0125617,11.258741,23,103762.65,.97793305,,,,,,,3.5870295,5.224268,9.9674997,5480.5713,5.2679944,3.6270475,9.9966211,5.4615784,8.7713537,291838.19,1629202.8,.82674527,,,,,,
6095,304,2016,542500,阿里地区,4.8331294,8.7319374,10.335203,5874,540000,Tibet Autonomous Region,8.652709,4.855876,10.312464,8.6749029,12,1,35,4,1,22,.9763217,1.2213461,1.0124164,11.260047,23,104066.41,.97805059,,,,,,,3.6345541,5.3028741,10.029445,5851.5713,5.2771783,3.6505415,10.000253,5.4732704,8.7646093,294126.22,1636057.1,.82473719,,,,,,
6096,304,2017,542500,阿里地区,4.8797407,8.8427668,10.382394,6245,540000,Tibet Autonomous Region,8.8395348,4.8229241,10.330236,8.8573885,12,1,35,4,1,22,.97453403,1.2237465,1.0122776,11.289668,21,100911.97,.98230469,,,,,,,3.6805279,5.3785243,10.088813,6222.5713,5.3383918,3.6175213,10.034239,5.5185609,8.7405634,290766.41,1642668.6,.83762103,,,,,,
6097,304,2018,542500,阿里地区,4.9254136,8.9529152,10.428087,6616,540000,Tibet Autonomous Region,9.0168076,4.846941,10.36764,9.0321436,12,1,35,4,1,22,.97277832,1.2263373,1.0121399,11.305923,20,101367.51,.98478097,,,,,,,3.7256072,5.4521656,10.146494,6593.5713,5.3973598,3.637352,10.080152,5.5713391,8.7301617,300635.69,1644605.4,.84270036,,,,,,
6098,304,2019,542500,阿里地区,4.970655,9.062562,10.472965,6987,540000,Tibet Autonomous Region,8.9911308,4.8951588,10.373422,9.0076332,12,1,35,4,1,22,.97105169,1.2290026,1.0120032,11.295986,20,101730.62,.98363304,,,,,,,3.7702904,5.5246449,10.203243,6964.5713,5.4218903,3.7062368,10.105778,5.6029801,8.7287903,306442.78,1650588.1,.83690989,,,,,,
6099,304,2020,542500,阿里地区,5.0157752,9.1720486,10.517562,7358,540000,Tibet Autonomous Region,9.1075411,4.9672146,10.404435,9.123333,12,1,35,4,1,22,.96935081,1.2316695,1.0118698,11.277277,20,102425.28,.98433214,,,,,,,3.8148556,5.5966716,10.259647,7335.5713,5.4155965,3.7676845,10.121873,5.6073337,8.7320452,311109.09,1656035,.82823783,,,,,,
6100,305,2001,610100,西安市,4.22786,6.9136572,9.5180769,216,610000,Shaanxi (province),6.8237109,4.1980534,9.4287729,6.8936028,5,3,18,2,2,14,1.0437061,1.2570283,1.1107895,8.3626347,3927839,7231913.5,.93249458,.72000003,45.630001,53.650002,.02,99.279999,-.02,2.8583302,4.1169443,8.7092695,305.79999,4.0192456,2.8401322,8.6750364,4.3615346,9.2146177,47127.742,677112.06,.72097152,,,,,,
6101,305,2002,610100,西安市,4.3017483,7.0402317,9.6348972,587,610000,Shaanxi (province),6.9759989,4.2727594,9.5810232,7.0408387,5,3,18,2,2,14,1.0434167,1.2508028,1.1088603,8.363905,3910137.3,7264501,.93721753,.75999999,45.759998,53.48,.039999999,99.239998,-.039999999,2.9305816,4.2472119,8.816186,676.79999,4.2015462,2.9002647,8.7506542,4.5087147,9.2304821,47101.934,681591.13,.74503928,,,,,,
6102,305,2003,610100,西安市,4.3755622,7.1665816,9.7514935,958,610000,Shaanxi (province),7.0710826,4.3297014,9.6461515,7.1335702,5,3,18,2,2,14,1.043125,1.2448565,1.1070015,8.375597,4110968,7497094,.93942469,.88,45.619999,53.5,.12,99.120003,-.12,3.0027874,4.3772354,8.9230175,1047.8,4.2744989,2.9563329,8.8078899,4.5817599,9.2503948,53059.977,740061.06,.74603081,,,,,,
6103,305,2004,610100,西安市,4.4491544,7.2923212,9.8675089,1329,610000,Shaanxi (province),7.1756773,4.4455104,9.7638798,7.2388477,5,3,18,2,2,14,1.0428286,1.2391849,1.1052098,8.3732862,4150073,7567563,.93878347,.80000001,45.5,53.709999,-.079999998,99.209999,.090000004,3.0748267,4.5066562,9.0295143,1418.8,4.4799747,3.0603006,8.9578533,4.7665191,9.2562342,57334.871,747184.44,.76013923,,,,,,
6104,305,2005,610100,西安市,4.5222635,7.4168262,9.9823217,1700,610000,Shaanxi (province),7.3967714,4.5071998,9.9683352,7.450881,5,3,18,2,2,14,1.0425203,1.2337816,1.1034845,8.3679438,4200702,7611046.5,.94732827,1.16,44.830002,54.02,.36000001,98.849998,-.36000001,3.1464615,4.6348591,9.1351376,1789.8,4.6159973,3.1289558,9.097744,4.8834448,9.2580614,57900.523,751524.88,.77347767,,,,,,
6105,305,2006,610100,西安市,4.5946188,7.5391808,10.095053,2071,610000,Shaanxi (province),7.5911503,4.5604415,10.150163,7.6383023,5,3,18,2,2,14,1.0421797,1.2286165,1.1018234,8.3673611,4339003.5,7657292,.95394236,1.1799999,44.419998,54.400002,.02,98.82,-.029999999,3.2174187,4.7611623,9.2391739,2160.8,4.7163873,3.1885872,9.2249899,4.9678178,9.2474499,65503.707,753422.81,.78419507,,,,,,
6106,305,2007,610100,西安市,4.6659122,7.6584196,10.204784,2442,610000,Shaanxi (province),7.6869159,4.6501698,10.231558,7.7337909,5,3,18,2,2,14,1.0417914,1.2236687,1.100228,8.3683577,4397238,7703567.5,.95420665,1.03,46.25,52.720001,-.15000001,98.970001,.15000001,3.28738,4.8848362,9.3408108,2531.8,4.9026847,3.2713125,9.3440371,5.1384625,9.2318277,66802.555,757972.88,.79643309,,,,,,
6107,305,2008,610100,西安市,4.7357488,7.7737055,10.31074,2813,610000,Shaanxi (province),7.842381,4.7360859,10.379744,7.8861742,5,3,18,2,2,14,1.0413543,1.2189364,1.0987014,8.3688803,4451651,7751323.5,.95715189,1.0599999,45.380001,53.560001,.029999999,98.940002,-.029999999,3.3559566,5.0050402,9.4392042,2902.8,5.0164423,3.3485289,9.4659481,5.2483501,9.2133617,69368.742,762503.38,.79919213,,,,,,
6108,305,2009,610100,西安市,4.8036962,7.8842745,10.41221,3184,610000,Shaanxi (province),7.9179211,4.8048816,10.44792,7.9614263,5,3,18,2,2,14,1.0408698,1.2144207,1.0972492,8.36833,4487721.5,7801271,.95742756,.23999999,42.369999,57.389999,-.81999999,99.760002,.81999999,3.4227183,5.1209779,9.5335169,3273.8,5.2001605,3.4255729,9.6170244,5.4098349,9.1935501,70356.719,767193.25,.81619179,,,,,,
6109,305,2010,610100,西安市,4.8693218,7.9895334,10.508656,3555,610000,Shaanxi (province),8.1070032,4.9128451,10.618272,8.1471863,5,3,18,2,2,14,1.0403489,1.2101349,1.0958791,8.3647108,4548072.5,7752288.5,.96061355,.28,40.759998,58.959999,.039999999,99.720001,-.039999999,3.4872167,5.2318811,9.6229773,3644.8,5.3420491,3.5229459,9.735898,5.5451083,9.1802273,71990.555,763787.25,.82118851,,,,,,
6110,305,2011,610100,西安市,4.9321966,8.088973,10.599627,3926,610000,Shaanxi (province),8.1695976,5.0041103,10.664234,8.2109251,5,3,18,2,2,14,1.0397987,1.2060868,1.0945989,8.3553886,4581608,7788608,.95951486,.25,41.459999,58.290001,-.029999999,99.75,.029999999,3.5490112,5.3371801,9.7070255,4015.8,5.50281,3.6298053,9.8490591,5.6958604,9.1573801,75566.523,767343.44,.82876128,,,,,,
6111,305,2012,610100,西安市,4.9919991,8.1823788,10.684951,4297,610000,Shaanxi (province),8.3602467,5.1066136,10.856893,8.3981524,5,3,18,2,2,14,1.0392307,1.2022834,1.0934162,8.3527937,5142623,8461926,.96280372,.11,43.810001,56.080002,-.14,99.889999,.14,3.6077492,5.4365802,9.7853804,4386.7998,5.6251721,3.7135837,9.9646902,5.8089018,9.1413727,81069.797,812946.38,.83605987,,,,,,
6112,305,2013,610100,西安市,5.0485897,8.2697363,10.764613,4668,610000,Shaanxi (province),8.3944159,5.1429,10.883822,8.4324007,5,3,18,2,2,14,1.03864,1.1987013,1.0923318,8.3485966,5247646.5,8506680,.96272755,.14,42.02,57.84,.029999999,99.860001,-.029999999,3.6632814,5.530201,9.858119,4757.7998,5.5994997,3.7700379,9.9355726,5.7930818,9.118577,83608.594,815836.88,.82824481,,,,,,
